Feature_1,Feature_2,Interaction_Strength,Feature_1_Main,Feature_2_Main,Relative_Strength
longitude,booking_rate_proxy,0.1715831309556961,4.215747833251953,5.119451999664307,0.04069086835182442
accommodates,is_professional,0.17075903713703156,34.364131927490234,2.3869950771331787,0.0049689620717106465
amenity_count,number_of_reviews,0.17043735086917877,5.688477516174316,1.2860244512557983,0.02995659098478751
has_elevator,distance_from_center,0.16964764893054962,3.79388427734375,19.5621280670166,0.044704300983137074
bedrooms_filled,large_premium,0.16953220963478088,43.76520919799805,0.7221126556396484,0.0038735867862765604
bathrooms,review_recency,0.16920822858810425,12.385093688964844,8.418960571289062,0.013661145542509268
accommodates,availability_rate,0.16849291324615479,34.364131927490234,1.534097671508789,0.004903019537409942
amenity_count,has_dryer,0.1683972179889679,5.688477516174316,0.7800713777542114,0.02959801097908205
distance_from_center,instant_bookable_num,0.16834920644760132,19.5621280670166,5.354153633117676,0.008605433950587778
minimum_nights,response_time_score,0.16830258071422577,2.188474655151367,3.4772212505340576,0.07686893306494583
has_elevator,booking_rate_proxy,0.16800552606582642,3.79388427734375,5.119451999664307,0.04427158084077937
bathrooms,competition_intensity,0.16745048761367798,12.385093688964844,1.853543758392334,0.013519233086607832
neighborhood_price_mean,luxury_central,0.16662313044071198,26.205886840820312,1.5308122634887695,0.0063579902280181105
accommodates,competition_intensity,0.16594262421131134,34.364131927490234,1.853543758392334,0.004828808006948644
is_flexible,acceptance_rate_numeric,0.16380740702152252,0.6180310845375061,2.506903648376465,0.2646190330553549
has_dishwasher,reviews_per_month,0.16269946098327637,7.868259906768799,4.875715255737305,0.02067531926901147
bedrooms_per_person,longitude,0.1619265079498291,2.08400297164917,4.215747833251953,0.0776624830523625
beds_per_bedroom,amenity_count,0.16078640520572662,0.9274015426635742,5.688477516174316,0.17318627535283077
amenity_count,has_ac,0.15894484519958496,5.688477516174316,0.644140362739563,0.02793663297688215
avg_review_score,acceptance_rate_numeric,0.15866798162460327,7.010324001312256,2.506903648376465,0.02263024524254001
longitude,review_recency,0.15725918114185333,4.215747833251953,8.418960571289062,0.037293949593512954
reviews_per_month,review_recency,0.15567778050899506,4.875715255737305,8.418960571289062,0.03192267178729473
reviews_per_month,reviews_per_year,0.15542730689048767,4.875715255737305,1.1706703901290894,0.03187131065477572
availability_365,reviews_per_year,0.15536603331565857,8.74464225769043,1.1706703901290894,0.01776496553801276
has_dishwasher,is_professional,0.15430139005184174,7.868259906768799,2.3869950771331787,0.019608119680876
competition_intensity,availability_365,0.15329375863075256,1.853543758392334,8.74464225769043,0.08265847486049065
has_dishwasher,estimated_bookings_monthly,0.15152375400066376,7.868259906768799,0.8008975386619568,0.019255146709581866
reviews_per_month,availability_365,0.15151739120483398,4.875715255737305,8.74464225769043,0.03106955876223826
availability_365,minimum_nights,0.1491537243127823,8.74464225769043,2.188474655151367,0.017054633601280095
number_of_reviews,booking_rate_proxy,0.14735427498817444,1.2860244512557983,5.119451999664307,0.11449221096335452
distance_from_center,superhost_many_reviews,0.14726178348064423,19.5621280670166,0.9578744173049927,0.007527517224043905
distance_from_center,response_time_score,0.1460108608007431,19.5621280670166,3.4772212505340576,0.007463574347648275
neighborhood_price_mean,host_responsiveness,0.14578136801719666,26.205886840820312,0.843758225440979,0.005562712156642925
neighborhood_price_mean,availability_rate,0.1443556249141693,26.205886840820312,1.534097671508789,0.005508308781236786
has_elevator,neighborhood_price_mean,0.1440170258283615,3.79388427734375,26.205886840820312,0.0379503076518494
acceptance_rate_numeric,reviews_per_year,0.1436346173286438,2.506903648376465,1.1706703901290894,0.05727278136128881
amenity_count,longitude,0.1427258551120758,5.688477516174316,4.215747833251953,0.02508593358640191
estimated_bookings_monthly,booking_rate_proxy,0.14204825460910797,0.8008975386619568,5.119451999664307,0.17714015539457717
amenity_count,reviews_per_year,0.14200671017169952,5.688477516174316,1.1706703901290894,0.024959534468322636
has_dishwasher,longitude,0.14198154211044312,7.868259906768799,4.215747833251953,0.01804255340306103
has_tv,competition_intensity,0.1396244466304779,5.453918933868408,1.853543758392334,0.025596062622228903
acceptance_rate_numeric,superhost_num,0.13957682251930237,2.506903648376465,2.4219722747802734,0.055654778687235396
amenity_count,avg_review_score,0.1392122358083725,5.688477516174316,7.010324001312256,0.0244683690923487
has_tv,longitude,0.13767775893211365,5.453918933868408,4.215747833251953,0.025239194312733467
bedrooms_per_person,avg_review_score,0.13753043115139008,2.08400297164917,7.010324001312256,0.06596174347061384
bedrooms_filled,has_gym,0.13699746131896973,43.76520919799805,1.1312609910964966,0.0031302108139910885
amenity_count,has_elevator,0.13651622831821442,5.688477516174316,3.79388427734375,0.023994510555691555
accommodates,number_of_reviews,0.1353154331445694,34.364131927490234,1.2860244512557983,0.0039375793298300835
bedrooms_filled,estimated_bookings_monthly,0.1351880133152008,43.76520919799805,0.8008975386619568,0.003088867320073601
listings_in_neighborhood,booking_rate_proxy,0.1345137357711792,0.8757445216178894,5.119451999664307,0.15342409613573174
has_tv,booking_rate_proxy,0.1344321221113205,5.453918933868408,5.119451999664307,0.02464420163545614
is_professional,minimum_nights,0.13382010161876678,2.3869950771331787,2.188474655151367,0.05603868404093181
essential_score,distance_from_center,0.13380616903305054,1.0004639625549316,19.5621280670166,0.13361056816431485
response_rate_num,review_recency,0.13339315354824066,0.6746172904968262,8.418960571289062,0.19743892796193513
distance_from_center,number_of_reviews,0.13237535953521729,19.5621280670166,1.2860244512557983,0.0067665742963878
has_dishwasher,instant_bookable_num,0.13228639960289001,7.868259906768799,5.354153633117676,0.016810526170206036
amenity_count,listings_in_neighborhood,0.13172999024391174,5.688477516174316,0.8757445216178894,0.02315326668739326
distance_from_center,superhost_num,0.13171567022800446,19.5621280670166,2.4219722747802734,0.006732853241914662
minimum_nights,review_recency,0.1306377649307251,2.188474655151367,8.418960571289062,0.05966626040788474
accommodates,response_rate_num,0.13039296865463257,34.364131927490234,0.6746172904968262,0.0037943392427463754
latitude,is_professional,0.1301375776529312,6.78519344329834,2.3869950771331787,0.019176815211692455
latitude,superhost_num,0.12861846387386322,6.78519344329834,2.4219722747802734,0.018952961619577692
latitude,acceptance_rate_numeric,0.12813879549503326,6.78519344329834,2.506903648376465,0.018882278639076502
listings_in_neighborhood,review_recency,0.1281213015317917,0.8757445216178894,8.418960571289062,0.14613299356050113
longitude,acceptance_rate_numeric,0.127972811460495,4.215747833251953,2.506903648376465,0.030348699168430575
availability_rate,response_time_score,0.12778021395206451,1.534097671508789,3.4772212505340576,0.08323914257942572
bathrooms,amenity_count,0.12597540020942688,12.385093688964844,5.688477516174316,0.010170712685764867
bedrooms_filled,host_responsiveness,0.12541241943836212,43.76520919799805,0.843758225440979,0.002865507928068368
bathrooms,bedrooms_per_person,0.12530435621738434,12.385093688964844,2.08400297164917,0.010116535476315821
availability_rate,instant_bookable_num,0.1253003031015396,1.534097671508789,5.354153633117676,0.08162366827016727
beds,review_recency,0.12393147498369217,0.5395456552505493,8.418960571289062,0.22927105930811426
has_elevator,instant_bookable_num,0.12378356605768204,3.79388427734375,5.354153633117676,0.032618535114942955
avg_review_score,minimum_nights,0.12369935214519501,7.010324001312256,2.188474655151367,0.017642795015897588
has_tv,has_elevator,0.12325499951839447,5.453918933868408,3.79388427734375,0.022595202790848257
acceptance_rate_numeric,booking_rate_proxy,0.12262145429849625,2.506903648376465,5.119451999664307,0.04889400530912637
beds_per_bedroom,review_recency,0.12211109697818756,0.9274015426635742,8.418960571289062,0.13152832192399436
distance_from_center,availability_rate,0.12097170948982239,19.5621280670166,1.534097671508789,0.006183658823651033
bedrooms_per_person,distance_from_center,0.12068310379981995,2.08400297164917,19.5621280670166,0.05788150206057669
has_tv,review_recency,0.11981053650379181,5.453918933868408,8.418960571289062,0.02196376114041112
longitude,minimum_nights,0.11895939707756042,4.215747833251953,2.188474655151367,0.02821117168531726
has_tv,reviews_per_month,0.11842803657054901,5.453918933868408,4.875715255737305,0.021710320172726127
availability_rate,review_recency,0.11811511218547821,1.534097671508789,8.418960571289062,0.07694305996138172
amenity_count,has_pool,0.11746490746736526,5.688477516174316,0.40871483087539673,0.020645992032384423
bedrooms_per_person,instant_bookable_num,0.1173473373055458,2.08400297164917,5.354153633117676,0.056281616333969955
accommodates,estimated_bookings_monthly,0.11710832267999649,34.364131927490234,0.8008975386619568,0.003407765840302688
bedrooms_filled,is_professional,0.11695589125156403,43.76520919799805,2.3869950771331787,0.002672287442635398
distance_from_center,reviews_per_year,0.11645768582820892,19.5621280670166,1.1706703901290894,0.0059529174183834315
has_elevator,response_time_score,0.11601635813713074,3.79388427734375,3.4772212505340576,0.030571777598008082
bathrooms,response_time_score,0.11450666934251785,12.385093688964844,3.4772212505340576,0.009244776619487015
listings_in_neighborhood,avg_review_score,0.11433752626180649,0.8757445216178894,7.010324001312256,0.1304114521877082
has_elevator,availability_365,0.11424709856510162,3.79388427734375,8.74464225769043,0.030105555325410215
availability_365,response_rate_num,0.1136583611369133,8.74464225769043,0.6746172904968262,0.012995999354646423
bathrooms,listings_in_neighborhood,0.1135910153388977,12.385093688964844,0.8757445216178894,0.009170850648425134
bedrooms_filled,has_ac,0.11344394087791443,43.76520919799805,0.644140362739563,0.002592044021100726
availability_365,luxury_central,0.1133090928196907,8.74464225769043,1.5308122634887695,0.01295606308616763
has_elevator,host_responsiveness,0.11314656585454941,3.79388427734375,0.843758225440979,0.029815551038027164
luxury_central,booking_rate_proxy,0.11296916007995605,1.5308122634887695,5.119451999664307,0.07374869804388683
